date,sn,contract_no,stock_symbol,buyer,seller,quantity,rate,amount
2026-05-11,2482,2026051105015579,SONA,57,36,50,440.00,"22,000.00"
2026-05-11,2483,2026051105015578,SONA,6,36,20,440.00,"8,800.00"
2026-05-11,2484,2026051105015624,SPL,58,41,10,710.00,"7,100.00"
2026-05-11,2485,2026051105015603,SPL,16,38,10,708.00,"7,080.00"
2026-05-11,2486,2026051105015242,SPL,81,6,63,708.00,"44,604.00"
2026-05-11,2487,2026051105015477,TAMOR,34,17,40,440.10,"17,604.00"
2026-05-11,2488,2026051105015476,TAMOR,34,17,60,440.10,"26,406.00"
2026-05-11,2489,2026051105015332,TAMOR,42,34,10,441.00,"4,410.00"
2026-05-11,2490,2026051105015478,TSHL,41,13,40,611.00,"24,440.00"
2026-05-11,2491,2026051105015601,TVCL,54,58,20,535.00,"10,700.00"
2026-05-11,2492,2026051105015277,UHEWA,58,58,11,571.00,"6,281.00"
2026-05-11,2493,2026051105015664,ULHC,57,99,50,510.00,"25,500.00"
2026-05-11,2494,2026051105015663,ULHC,57,58,10,510.00,"5,100.00"
2026-05-11,2495,2026051105015662,ULHC,57,57,10,510.00,"5,100.00"
2026-05-11,2496,2026051105015661,ULHC,57,50,310,510.00,"158,100.00"
2026-05-11,2497,2026051105015305,ULHC,96,50,10,510.00,"5,100.00"
2026-05-11,2498,2026051105015304,ULHC,96,49,10,510.00,"5,100.00"
2026-05-11,2499,2026051105015544,USHEC,6,7,10,500.00,"5,000.00"
2026-05-11,2500,2026051105015359,VLUCL,56,7,10,491.20,"4,912.00"
2026-05-11,2501,2026051105015092,AHL,34,56,10,515.00,"5,150.00"
2026-05-11,2502,2026051105015194,BEDC,44,21,250,380.00,"95,000.00"
2026-05-11,2503,2026051105015164,BEDC,58,21,60,380.00,"22,800.00"
2026-05-11,2504,2026051105014890,BEDC,21,36,23,377.50,"8,682.50"
2026-05-11,2505,2026051105014775,BEDC,85,36,10,377.50,"3,775.00"
2026-05-11,2506,2026051105014774,BEDC,85,56,10,377.00,"3,770.00"
2026-05-11,2507,2026051105014773,BEDC,38,22,10,376.90,"3,769.00"
2026-05-11,2508,2026051105015163,BEDC,58,32,60,380.00,"22,800.00"
2026-05-11,2509,2026051105015162,BEDC,58,58,100,379.90,"37,990.00"
2026-05-11,2510,2026051105015161,BEDC,58,18,100,379.90,"37,990.00"
2026-05-11,2511,2026051105015160,BEDC,58,48,500,379.80,"189,900.00"
2026-05-11,2512,2026051105015159,BEDC,58,19,500,379.50,"189,750.00"
2026-05-11,2513,2026051105015047,BEDC,11,34,10,378.80,"3,788.00"
2026-05-11,2514,2026051105015059,BGWT,51,47,10,673.00,"6,730.00"
2026-05-11,2515,2026051105015058,BGWT,51,58,10,673.00,"6,730.00"
2026-05-11,2516,2026051105015012,BGWT,51,6,10,673.00,"6,730.00"
2026-05-11,2517,2026051105014927,BGWT,13,47,20,670.00,"13,400.00"
2026-05-11,2518,2026051105014972,BHDC,47,26,11,471.50,"5,186.50"
2026-05-11,2519,2026051105014875,BHDC,62,77,500,475.00,"237,500.00"
2026-05-11,2520,2026051105014874,BHDC,62,52,790,475.00,"375,250.00"
2026-05-11,2521,2026051105014873,BHDC,62,62,50,475.00,"23,750.00"
2026-05-11,2522,2026051105014765,BHDC,62,74,190,475.00,"90,250.00"
2026-05-11,2523,2026051105014759,BHDC,43,17,1,461.00,461.00
2026-05-11,2524,2026051105015195,BHL,40,49,200,227.00,"45,400.00"
2026-05-11,2525,2026051105015158,BHL,11,49,770,227.00,"174,790.00"
2026-05-11,2526,2026051105015157,BHL,11,42,20,227.00,"4,540.00"
2026-05-11,2527,2026051105015156,BHL,11,51,210,227.00,"47,670.00"
2026-05-11,2528,2026051105015074,BHL,48,51,100,227.00,"22,700.00"
2026-05-11,2529,2026051105015073,BHL,48,59,100,226.90,"22,690.00"
2026-05-11,2530,2026051105014900,BHL,58,45,20,226.50,"4,530.00"
2026-05-11,2531,2026051105014899,BHL,58,38,50,226.30,"11,315.00"
2026-05-11,2532,2026051105014898,BHL,58,79,159,226.20,"35,965.80"
2026-05-11,2533,2026051105014896,BHL,63,41,40,226.10,"9,044.00"
2026-05-11,2534,2026051105014748,BHL,17,16,438,226.00,"98,988.00"
2026-05-11,2535,2026051105014747,BHL,46,16,62,226.00,"14,012.00"
2026-05-11,2536,2026051105015029,BHL,4,6,10,226.50,"2,265.00"
2026-05-11,2537,2026051105014998,BHL,52,26,288,226.10,"65,116.80"
2026-05-11,2538,2026051105014997,BHL,63,26,72,226.10,"16,279.20"
2026-05-11,2539,2026051105014934,BHL,63,41,439,226.10,"99,257.90"
2026-05-11,2540,2026051105014914,BHL,63,69,429,226.10,"96,996.90"
2026-05-11,2541,2026051105014913,BHL,58,69,71,226.50,"16,081.50"
2026-05-11,2542,2026051105015072,BHL,48,74,300,226.90,"68,070.00"
2026-05-11,2543,2026051105015034,BHL,4,74,190,226.90,"43,111.00"
2026-05-11,2544,2026051105015033,BHL,4,45,500,226.90,"113,450.00"
2026-05-11,2545,2026051105015032,BHL,4,43,100,226.90,"22,690.00"
2026-05-11,2546,2026051105015031,BHL,4,48,100,226.90,"22,690.00"
2026-05-11,2547,2026051105015030,BHL,4,56,100,226.80,"22,680.00"
2026-05-11,2548,2026051105015192,BHPL,39,16,15,531.00,"7,965.00"
2026-05-11,2549,2026051105014887,BHPL,70,65,470,530.00,"249,100.00"
2026-05-11,2550,2026051105014886,BHPL,70,49,33,530.00,"17,490.00"
2026-05-11,2551,2026051105014885,BHPL,70,16,70,529.90,"37,093.00"
2026-05-11,2552,2026051105014987,BNHC,58,41,25,334.50,"8,362.50"
2026-05-11,2553,2026051105014965,BNHC,38,32,125,334.60,"41,825.00"
2026-05-11,2554,2026051105015101,CHDC,32,39,10,"2,323.00","23,230.00"
2026-05-11,2555,2026051105015063,CHDC,32,81,75,"2,322.00","174,150.00"
2026-05-11,2556,2026051105014721,CHDC,62,81,25,"2,322.00","58,050.00"
2026-05-11,2557,2026051105015199,CIT,14,49,10,"1,774.00","17,740.00"
2026-05-11,2558,2026051105015191,CIT,29,42,31,"1,774.90","55,021.90"
2026-05-11,2559,2026051105015190,CIT,29,32,15,"1,774.80","26,622.00"
2026-05-11,2560,2026051105014970,CIT,57,45,1,"1,770.00","1,770.00"
2026-05-11,2561,2026051105014911,CIT,6,42,10,"1,774.90","17,749.00"
2026-05-11,2562,2026051105014905,CKHL,34,84,50,671.00,"33,550.00"
2026-05-11,2563,2026051105014904,CKHL,42,84,30,671.00,"20,130.00"
2026-05-11,2564,2026051105014738,CKHL,39,41,10,670.20,"6,702.00"
2026-05-11,2565,2026051105015057,CLI,42,41,13,459.00,"5,967.00"
2026-05-11,2566,2026051105014986,CLI,35,46,13,458.10,"5,955.30"
2026-05-11,2567,2026051105014871,CLI,77,44,15,459.80,"6,897.00"
2026-05-11,2568,2026051105014828,CLI,34,46,3,450.00,"1,350.00"
2026-05-11,2569,2026051105014750,CLI,42,41,13,459.00,"5,967.00"
2026-05-11,2570,2026051105014731,CLI,42,35,13,459.00,"5,967.00"
2026-05-11,2571,2026051105015142,DOLTI,45,25,47,358.00,"16,826.00"
2026-05-11,2572,2026051105015102,DOLTI,34,25,100,358.00,"35,800.00"
2026-05-11,2573,2026051105015099,DOLTI,38,25,"1,000",358.00,"358,000.00"
2026-05-11,2574,2026051105015060,DOLTI,42,25,40,358.00,"14,320.00"
2026-05-11,2575,2026051105015003,DOLTI,22,41,10,357.90,"3,579.00"
2026-05-11,2576,2026051105014945,DOLTI,42,25,983,358.00,"351,914.00"
2026-05-11,2577,2026051105014944,DOLTI,42,36,17,358.00,"6,086.00"
2026-05-11,2578,2026051105015155,DORDI,1,50,80,279.70,"22,376.00"
2026-05-11,2579,2026051105015128,DORDI,42,1,45,279.70,"12,586.50"
2026-05-11,2580,2026051105015116,DORDI,42,32,10,279.70,"2,797.00"
2026-05-11,2581,2026051105015014,DORDI,42,26,10,279.30,"2,793.00"
2026-05-11,2582,2026051105015013,DORDI,42,26,10,279.20,"2,792.00"
2026-05-11,2583,2026051105014996,DORDI,52,43,200,279.10,"55,820.00"
2026-05-11,2584,2026051105014720,DORDI,52,17,200,279.10,"55,820.00"
2026-05-11,2585,2026051105014910,EHPL,36,38,500,390.00,"195,000.00"
2026-05-11,2586,2026051105014909,EHPL,36,56,10,390.00,"3,900.00"
2026-05-11,2587,2026051105014908,EHPL,36,36,50,390.00,"19,500.00"
2026-05-11,2588,2026051105014907,EHPL,90,38,470,388.90,"182,783.00"
2026-05-11,2589,2026051105014906,EHPL,45,38,30,389.00,"11,670.00"
2026-05-11,2590,2026051105015200,GCIL,16,42,49,423.00,"20,727.00"
2026-05-11,2591,2026051105014872,GCIL,16,16,12,421.50,"5,058.00"
2026-05-11,2592,2026051105015006,GCIL,16,21,12,421.50,"5,058.00"
2026-05-11,2593,2026051105015173,GCIL,22,58,88,422.00,"37,136.00"
2026-05-11,2594,2026051105015084,GVL,42,38,10,493.50,"4,935.00"
2026-05-11,2595,2026051105014730,GVL,33,42,11,492.00,"5,412.00"
2026-05-11,2596,2026051105014718,GVL,33,45,10,492.00,"4,920.00"
2026-05-11,2597,2026051105014957,HATHY,4,34,10,823.00,"8,230.00"
2026-05-11,2598,2026051105014849,HATHY,56,96,140,824.00,"115,360.00"
2026-05-11,2599,2026051105014760,HATHY,25,96,200,824.00,"164,800.00"
2026-05-11,2600,2026051105014749,HDL,34,38,36,"1,173.50","42,246.00"
2026-05-11,2601,2026051105014737,HDL,42,38,20,"1,173.50","23,470.00"
2026-05-11,2602,2026051105014724,HDL,49,38,10,"1,173.50","11,735.00"
2026-05-11,2603,2026051105014948,HDL,35,32,240,"1,173.00","281,520.00"
2026-05-11,2604,2026051105014947,HDL,49,32,10,"1,173.00","11,730.00"
2026-05-11,2605,2026051105014936,HDL,49,32,240,"1,173.00","281,520.00"
2026-05-11,2606,2026051105014935,HDL,85,32,10,"1,173.00","11,730.00"
2026-05-11,2607,2026051105014917,HDL,34,19,84,"1,174.00","98,616.00"
2026-05-11,2608,2026051105015085,HDL,35,42,12,"1,173.00","14,076.00"
2026-05-11,2609,2026051105014840,HHL,58,32,150,385.00,"57,750.00"
2026-05-11,2610,2026051105014839,HHL,58,49,10,385.00,"3,850.00"
2026-05-11,2611,2026051105014733,HHL,58,26,400,384.00,"153,600.00"
2026-05-11,2612,2026051105014732,HHL,58,58,425,383.50,"162,987.50"
2026-05-11,2613,2026051105014838,HHL,58,58,40,385.00,"15,400.00"
2026-05-11,2614,2026051105014837,HHL,58,58,10,385.00,"3,850.00"
2026-05-11,2615,2026051105014836,HHL,58,58,10,385.00,"3,850.00"
2026-05-11,2616,2026051105014835,HHL,58,45,190,384.90,"73,131.00"
2026-05-11,2617,2026051105014834,HHL,58,53,90,384.00,"34,560.00"
2026-05-11,2618,2026051105014734,HHL,58,33,675,384.00,"259,200.00"
2026-05-11,2619,2026051105015137,HIDCL,36,49,90,272.50,"24,525.00"
2026-05-11,2620,2026051105015050,HIDCL,49,17,30,273.00,"8,190.00"
2026-05-11,2621,2026051105015049,HIDCL,36,26,58,272.50,"15,805.00"
2026-05-11,2622,2026051105014949,HIDCL,50,17,100,273.00,"27,300.00"
2026-05-11,2623,2026051105014946,HIDCL,33,17,21,273.00,"5,733.00"
2026-05-11,2624,2026051105014937,HIDCL,33,58,10,273.00,"2,730.00"
2026-05-11,2625,2026051105014897,HIDCL,33,18,40,273.00,"10,920.00"
2026-05-11,2626,2026051105014786,HIDCL,58,18,100,273.00,"27,300.00"
2026-05-11,2627,2026051105015202,HRL,28,58,21,701.00,"14,721.00"
2026-05-11,2628,2026051105015165,HRL,49,34,20,701.20,"14,024.00"
2026-05-11,2629,2026051105015095,HRL,49,26,10,701.20,"7,012.00"
2026-05-11,2630,2026051105014858,HRL,28,35,10,701.00,"7,010.00"
2026-05-11,2631,2026051105014857,HRL,28,49,10,701.00,"7,010.00"
2026-05-11,2632,2026051105014787,HRL,53,41,20,700.00,"14,000.00"
2026-05-11,2633,2026051105014764,HRL,45,41,20,700.00,"14,000.00"
2026-05-11,2634,2026051105014924,HRL,52,34,100,701.70,"70,170.00"
2026-05-11,2635,2026051105014921,HRL,49,70,5,697.00,"3,485.00"
2026-05-11,2636,2026051105014884,HRL,89,77,120,701.80,"84,216.00"
2026-05-11,2637,2026051105014883,HRL,89,32,30,701.80,"21,054.00"
2026-05-11,2638,2026051105014866,HRL,45,58,1,697.00,697.00
2026-05-11,2639,2026051105014974,HRL,58,16,10,701.20,"7,012.00"
2026-05-11,2640,2026051105014963,HRL,58,20,235,701.90,"164,946.50"
2026-05-11,2641,2026051105014962,HRL,58,74,195,701.90,"136,870.50"
2026-05-11,2642,2026051105014961,HRL,58,41,33,701.90,"23,162.70"
2026-05-11,2643,2026051105014960,HRL,58,77,27,701.80,"18,948.60"
2026-05-11,2644,2026051105014925,HRL,52,77,70,701.80,"49,126.00"
2026-05-11,2645,2026051105015094,HRL,49,26,111,701.20,"77,833.20"
2026-05-11,2646,2026051105015093,HRL,58,26,139,701.20,"97,466.80"
2026-05-11,2647,2026051105015065,HRL,58,49,10,701.20,"7,012.00"
2026-05-11,2648,2026051105015046,HRL,58,16,21,701.20,"14,725.20"
2026-05-11,2649,2026051105015007,HRL,58,34,10,701.20,"7,012.00"
2026-05-11,2650,2026051105014995,HRL,58,41,10,701.20,"7,012.00"
2026-05-11,2651,2026051105015172,IHL,13,38,40,395.00,"15,800.00"
2026-05-11,2652,2026051105015082,IHL,96,38,245,395.00,"96,775.00"
2026-05-11,2653,2026051105015081,IHL,96,38,"1,000",395.00,"395,000.00"
2026-05-11,2654,2026051105015080,IHL,96,38,"1,000",395.00,"395,000.00"
2026-05-11,2655,2026051105015079,IHL,96,59,85,395.00,"33,575.00"
2026-05-11,2656,2026051105015078,IHL,96,43,50,394.90,"19,745.00"
2026-05-11,2657,2026051105014799,IHL,42,11,500,392.50,"196,250.00"
2026-05-11,2658,2026051105014798,IHL,67,11,200,392.60,"78,520.00"
2026-05-11,2659,2026051105014797,IHL,44,11,200,392.60,"78,520.00"
2026-05-11,2660,2026051105015077,IHL,96,17,107,394.40,"42,200.80"
2026-05-11,2661,2026051105015076,IHL,96,22,800,394.00,"315,200.00"
2026-05-11,2662,2026051105015075,IHL,96,32,713,394.00,"280,922.00"
2026-05-11,2663,2026051105015055,ILI,54,49,12,440.00,"5,280.00"
2026-05-11,2664,2026051105015054,ILI,54,45,12,440.00,"5,280.00"
2026-05-11,2665,2026051105015053,ILI,54,34,12,440.00,"5,280.00"
2026-05-11,2666,2026051105015052,ILI,54,56,12,440.00,"5,280.00"
2026-05-11,2667,2026051105015051,ILI,54,41,11,440.00,"4,840.00"
2026-05-11,2668,2026051105015011,ILI,75,45,24,439.50,"10,548.00"
2026-05-11,2669,2026051105015008,ILI,75,35,12,439.50,"5,274.00"
2026-05-11,2670,2026051105014823,ILI,58,49,10,439.50,"4,395.00"
2026-05-11,2671,2026051105014745,KDBY,99,58,100,11.50,"1,150.00"
2026-05-11,2672,2026051105014744,KDBY,99,58,100,11.50,"1,150.00"
2026-05-11,2673,2026051105014743,KDBY,99,38,"1,300",11.50,"14,950.00"
2026-05-11,2674,2026051105014742,KDBY,99,45,100,11.49,"1,149.00"
2026-05-11,2675,2026051105014741,KDBY,99,34,"1,300",11.49,"14,937.00"
2026-05-11,2676,2026051105014781,KDBY,99,58,100,11.60,"1,160.00"
2026-05-11,2677,2026051105014780,KDBY,99,58,100,11.59,"1,159.00"
2026-05-11,2678,2026051105014779,KDBY,99,75,100,11.50,"1,150.00"
2026-05-11,2679,2026051105014778,KDBY,99,58,100,11.50,"1,150.00"
2026-05-11,2680,2026051105014777,KDBY,99,58,100,11.50,"1,150.00"
2026-05-11,2681,2026051105014746,KDBY,99,58,100,11.50,"1,150.00"
2026-05-11,2682,2026051105014785,KDBY,99,17,200,11.83,"2,366.00"
2026-05-11,2683,2026051105014784,KDBY,99,6,100,11.65,"1,165.00"
2026-05-11,2684,2026051105014783,KDBY,99,49,100,11.60,"1,160.00"
2026-05-11,2685,2026051105014782,KDBY,99,58,100,11.60,"1,160.00"
2026-05-11,2686,2026051105014879,KDBY,42,99,100,11.29,"1,129.00"
2026-05-11,2687,2026051105015123,KEF,21,26,100,10.63,"1,063.00"
2026-05-11,2688,2026051105015170,LUK,50,26,450,9.95,"4,477.50"
2026-05-11,2689,2026051105015208,MAKAR,45,39,245,490.50,"120,172.50"
2026-05-11,2690,2026051105015207,MAKAR,47,39,300,490.60,"147,180.00"
2026-05-11,2691,2026051105015206,MAKAR,37,39,10,490.80,"4,908.00"
2026-05-11,2692,2026051105015205,MAKAR,74,39,40,491.00,"19,640.00"
2026-05-11,2693,2026051105015204,MAKAR,51,39,35,491.00,"17,185.00"
2026-05-11,2694,2026051105015203,MAKAR,1,39,40,492.50,"19,700.00"
2026-05-11,2695,2026051105014809,MAKAR,42,58,10,493.00,"4,930.00"
2026-05-11,2696,2026051105015042,MANDU,42,10,10,814.00,"8,140.00"
2026-05-11,2697,2026051105014938,MANDU,42,42,10,814.00,"8,140.00"
2026-05-11,2698,2026051105015198,MBJC,19,26,55,283.50,"15,592.50"
2026-05-11,2699,2026051105015197,MBJC,17,26,20,284.00,"5,680.00"
2026-05-11,2700,2026051105015196,MBJC,14,26,25,284.00,"7,100.00"
2026-05-11,2701,2026051105015183,MBJC,14,85,465,284.00,"132,060.00"
2026-05-11,2702,2026051105015182,MBJC,49,85,500,284.00,"142,000.00"
2026-05-11,2703,2026051105015181,MBJC,77,85,35,284.00,"9,940.00"
2026-05-11,2704,2026051105014867,MBJC,66,58,40,285.20,"11,408.00"
2026-05-11,2705,2026051105014820,MBJC,66,38,10,285.20,"2,852.00"
2026-05-11,2706,2026051105015146,MBJC,85,42,200,285.10,"57,020.00"
2026-05-11,2707,2026051105015145,MBJC,35,42,400,285.10,"114,040.00"
2026-05-11,2708,2026051105015144,MBJC,90,42,"1,000",285.20,"285,200.00"
2026-05-11,2709,2026051105015143,MBJC,28,42,100,285.30,"28,530.00"
2026-05-11,2710,2026051105015061,MBJC,66,41,100,285.30,"28,530.00"
2026-05-11,2711,2026051105015152,MBJC,4,42,30,285.00,"8,550.00"
2026-05-11,2712,2026051105015151,MBJC,49,42,40,285.00,"11,400.00"
2026-05-11,2713,2026051105015150,MBJC,45,42,15,285.00,"4,275.00"
2026-05-11,2714,2026051105015149,MBJC,58,42,36,285.00,"10,260.00"
2026-05-11,2715,2026051105015148,MBJC,48,42,"1,000",285.00,"285,000.00"
2026-05-11,2716,2026051105015147,MBJC,48,42,175,285.00,"49,875.00"
2026-05-11,2717,2026051105015210,MCHL,1,34,50,322.00,"16,100.00"
2026-05-11,2718,2026051105014994,MCHL,1,62,870,320.00,"278,400.00"
2026-05-11,2719,2026051105014993,MCHL,39,62,"1,000",320.00,"320,000.00"
2026-05-11,2720,2026051105014992,MCHL,58,62,20,320.00,"6,400.00"
2026-05-11,2721,2026051105014991,MCHL,58,62,90,320.00,"28,800.00"
2026-05-11,2722,2026051105014990,MCHL,22,62,300,320.10,"96,030.00"
2026-05-11,2723,2026051105014815,MCHL,40,62,100,324.00,"32,400.00"
2026-05-11,2724,2026051105014814,MCHL,1,62,453,324.00,"146,772.00"
2026-05-11,2725,2026051105014813,MCHL,42,62,200,324.10,"64,820.00"
2026-05-11,2726,2026051105014812,MCHL,29,62,100,324.10,"32,410.00"
2026-05-11,2727,2026051105014768,MCHL,57,42,80,326.00,"26,080.00"
2026-05-11,2728,2026051105014767,MCHL,57,34,120,325.90,"39,108.00"
2026-05-11,2729,2026051105014830,MCHL,58,62,10,322.20,"3,222.00"
2026-05-11,2730,2026051105014829,MCHL,42,62,10,322.20,"3,222.00"
2026-05-11,2731,2026051105014819,MCHL,56,62,300,323.00,"96,900.00"
2026-05-11,2732,2026051105014818,MCHL,45,62,200,323.00,"64,600.00"
2026-05-11,2733,2026051105014817,MCHL,7,62,36,323.10,"11,631.60"
2026-05-11,2734,2026051105014816,MCHL,49,62,15,324.00,"4,860.00"
2026-05-11,2735,2026051105014853,MCHL,42,49,150,326.00,"48,900.00"
2026-05-11,2736,2026051105014852,MCHL,42,42,10,326.00,"3,260.00"
2026-05-11,2737,2026051105014848,MCHL,14,62,96,322.00,"30,912.00"
2026-05-11,2738,2026051105014833,MCHL,14,62,769,322.00,"247,618.00"
2026-05-11,2739,2026051105014832,MCHL,99,62,11,322.10,"3,543.10"
2026-05-11,2740,2026051105014831,MCHL,42,62,200,322.10,"64,420.00"
2026-05-11,2741,2026051105014862,MCHL,45,62,200,320.10,"64,020.00"
2026-05-11,2742,2026051105014861,MCHL,57,62,30,321.00,"9,630.00"
2026-05-11,2743,2026051105014860,MCHL,14,62,135,322.00,"43,470.00"
2026-05-11,2744,2026051105014856,MCHL,42,90,40,327.60,"13,104.00"
2026-05-11,2745,2026051105014855,MCHL,42,16,100,327.00,"32,700.00"
2026-05-11,2746,2026051105014854,MCHL,42,49,100,326.10,"32,610.00"
2026-05-11,2747,2026051105014989,MCHL,42,62,200,320.20,"64,040.00"
2026-05-11,2748,2026051105014988,MCHL,42,62,20,322.20,"6,444.00"
2026-05-11,2749,2026051105014891,MCHL,58,21,10,320.00,"3,200.00"
2026-05-11,2750,2026051105014865,MCHL,58,62,100,320.00,"32,000.00"
2026-05-11,2751,2026051105014864,MCHL,17,62,15,320.00,"4,800.00"
2026-05-11,2752,2026051105014863,MCHL,58,62,20,320.00,"6,400.00"
2026-05-11,2753,2026051105015119,MEL,26,58,70,240.00,"16,800.00"
2026-05-11,2754,2026051105015118,MEL,26,34,35,240.00,"8,400.00"
2026-05-11,2755,2026051105015117,MEL,19,34,100,240.00,"24,000.00"
2026-05-11,2756,2026051105014761,MEL,58,47,10,239.30,"2,393.00"
2026-05-11,2757,2026051105014894,MEL,19,34,100,240.00,"24,000.00"
2026-05-11,2758,2026051105014919,MHCL,8,38,10,353.00,"3,530.00"
2026-05-11,2759,2026051105014870,MHL,45,38,10,505.00,"5,050.00"
2026-05-11,2760,2026051105015083,MKHC,77,91,200,322.50,"64,500.00"
2026-05-11,2761,2026051105014942,MKHC,7,91,200,322.00,"64,400.00"
2026-05-11,2762,2026051105014939,MKHC,7,42,10,322.00,"3,220.00"
2026-05-11,2763,2026051105014841,MKHC,7,21,10,322.00,"3,220.00"
2026-05-11,2764,2026051105014808,MKHC,7,1,66,322.00,"21,252.00"
2026-05-11,2765,2026051105014807,MKHC,7,58,10,322.00,"3,220.00"
2026-05-11,2766,2026051105014725,MKHC,51,49,35,321.00,"11,235.00"
2026-05-11,2767,2026051105015141,MKHL,3,56,30,524.00,"15,720.00"
2026-05-11,2768,2026051105014895,MKHL,42,57,10,525.00,"5,250.00"
2026-05-11,2769,2026051105014847,MKHL,56,84,10,520.60,"5,206.00"
2026-05-11,2770,2026051105014824,MKHL,56,84,50,520.60,"26,030.00"
2026-05-11,2771,2026051105014805,MKHL,17,84,"1,990",521.00,"1,036,790.00"
2026-05-11,2772,2026051105014802,MKHL,17,58,10,521.00,"5,210.00"
2026-05-11,2773,2026051105014763,MMF1,48,58,100,9.32,932.00
2026-05-11,2774,2026051105015153,NIFRA,44,58,10,266.70,"2,667.00"
2026-05-11,2775,2026051105015136,NIFRA,57,48,10,267.00,"2,670.00"
2026-05-11,2776,2026051105015062,NIFRA,44,57,54,266.70,"14,401.80"
2026-05-11,2777,2026051105015048,NIFRA,49,32,8,266.70,"2,133.60"
2026-05-11,2778,2026051105015044,NIFRA,33,32,11,266.90,"2,935.90"
2026-05-11,2779,2026051105015026,NIFRA,57,58,4,265.70,"1,062.80"
2026-05-11,2780,2026051105014822,NIFRA,42,45,82,266.60,"21,861.20"
2026-05-11,2781,2026051105014821,NIFRA,42,28,54,266.50,"14,391.00"
2026-05-11,2782,2026051105014795,NIFRA,39,39,4,259.10,"1,036.40"
2026-05-11,2783,2026051105014726,NIFRA,39,39,4,259.10,"1,036.40"
2026-05-11,2784,2026051105014950,NIFRA,58,51,44,266.90,"11,743.60"
2026-05-11,2785,2026051105014929,NIFRA,44,49,21,266.70,"5,600.70"
2026-05-11,2786,2026051105014846,NIFRA,58,51,946,266.90,"252,487.40"
2026-05-11,2787,2026051105014845,NIFRA,58,35,54,266.70,"14,401.80"
2026-05-11,2788,2026051105014844,NIFRA,43,35,46,266.70,"12,268.20"
2026-05-11,2789,2026051105014843,NIFRA,43,44,54,266.70,"14,401.80"
2026-05-11,2790,2026051105015010,NIFRA,57,26,8,265.80,"2,126.40"
2026-05-11,2791,2026051105014973,NIFRA,44,46,54,266.70,"14,401.80"
2026-05-11,2792,2026051105014971,NIFRA,58,39,4,259.10,"1,036.40"
2026-05-11,2793,2026051105014953,NIFRA,58,48,13,267.00,"3,471.00"
2026-05-11,2794,2026051105014952,NIFRA,58,39,90,267.00,"24,030.00"
2026-05-11,2795,2026051105014951,NIFRA,58,36,10,266.90,"2,669.00"
2026-05-11,2796,2026051105015209,NRIC,7,32,20,919.00,"18,380.00"
2026-05-11,2797,2026051105015154,NRIC,7,28,28,919.00,"25,732.00"
2026-05-11,2798,2026051105015125,NRIC,38,32,14,918.50,"12,859.00"
2026-05-11,2799,2026051105015113,NRIC,34,28,25,919.00,"22,975.00"
2026-05-11,2800,2026051105015112,NRIC,34,17,100,919.00,"91,900.00"
2026-05-11,2801,2026051105014882,NRIC,62,56,1,892.00,892.00
2026-05-11,2802,2026051105014869,NRIC,52,57,50,918.10,"45,905.00"
2026-05-11,2803,2026051105014893,NRM,58,17,10,399.00,"3,990.00"
2026-05-11,2804,2026051105014803,NRM,74,42,10,398.10,"3,981.00"
2026-05-11,2805,2026051105014794,NRM,74,66,10,398.10,"3,981.00"
2026-05-11,2806,2026051105015211,NRN,14,48,10,"1,425.00","14,250.00"
2026-05-11,2807,2026051105015193,NRN,46,58,2,"1,419.00","2,838.00"
2026-05-11,2808,2026051105015189,NRN,14,57,15,"1,425.00","21,375.00"
2026-05-11,2809,2026051105015188,NRN,14,74,50,"1,425.00","71,250.00"
2026-05-11,2810,2026051105015187,NRN,14,53,200,"1,425.00","285,000.00"
2026-05-11,2811,2026051105014766,NRN,14,62,50,"1,418.00","70,900.00"
2026-05-11,2812,2026051105014735,NRN,87,48,10,"1,419.00","14,190.00"
2026-05-11,2813,2026051105014943,NRN,58,57,50,"1,419.00","70,950.00"
2026-05-11,2814,2026051105015122,NRN,71,48,40,"1,419.00","56,760.00"
2026-05-11,2815,2026051105015087,NRN,71,58,15,"1,419.00","21,285.00"
2026-05-11,2816,2026051105015041,NRN,14,4,10,"1,418.00","14,180.00"
2026-05-11,2817,2026051105015004,NRN,46,28,1,"1,415.00","1,415.00"
2026-05-11,2818,2026051105015186,NRN,14,32,65,"1,424.00","92,560.00"
2026-05-11,2819,2026051105015185,NRN,14,52,90,"1,420.00","127,800.00"
2026-05-11,2820,2026051105015184,NRN,14,58,"1,570","1,420.00","2,229,400.00"
2026-05-11,2821,2026051105015180,NRN,71,49,300,"1,419.00","425,700.00"
2026-05-11,2822,2026051105015127,NRN,77,58,50,"1,420.00","71,000.00"
2026-05-11,2823,2026051105015096,NTC,4,21,14,888.00,"12,432.00"
2026-05-11,2824,2026051105015071,NTC,8,58,10,888.00,"8,880.00"
2026-05-11,2825,2026051105014923,NTC,58,65,5,888.00,"4,440.00"
2026-05-11,2826,2026051105014915,NTC,59,22,64,887.00,"56,768.00"
2026-05-11,2827,2026051105015111,PHCL,89,38,10,314.00,"3,140.00"
2026-05-11,2828,2026051105015100,PHCL,89,34,10,314.00,"3,140.00"
2026-05-11,2829,2026051105015097,PHCL,57,41,"1,000",314.90,"314,900.00"
2026-05-11,2830,2026051105014933,PHCL,89,66,10,314.00,"3,140.00"
